V5,V2
-0.195,0.63
-0.205,0.59
-0.18,0.55
-0.18,0.51
-0.19,0.465
-0.2,0.415
-0.21,0.37
-0.24,0.34
-0.215,0.315
-0.215,0.29
-0.205,0.27
-0.215,0.23
-0.24,0.185
-0.245,0.18
-0.24,0.17
-0.23,0.155
-0.235,0.135
-0.26,0.115
-0.265,0.095
-0.275,0.095
-0.265,0.085
-0.255,0.08
-0.25,0.065
-0.23,0.055
-0.23,0.035
-0.24,0.035
-0.24,0.045
-0.24,0.045
-0.235,0.035
-0.24,0.015
-0.25,0.005
-0.26,0.005
-0.25,0.015
-0.23,0.025
-0.24,0.005
-0.255,0.005
-0.255,-0.015
-0.255,-0.01
-0.23,-0.005
-0.235,-0.005
-0.235,0.0
-0.245,-0.005
-0.255,-0.025
-0.275,-0.02
-0.265,0.0
-0.255,0.0
-0.265,-0.005
-0.255,-0.01
-0.26,-0.01
-0.26,-0.015
-0.26,0.005
-0.26,0.0
-0.26,0.005
-0.26,-0.005
-0.28,0.0
-0.275,0.005
-0.27,0.02
-0.27,0.025
-0.265,0.025
-0.255,0.01
-0.275,0.005
-0.275,0.02
-0.28,0.015
-0.275,0.03
-0.265,0.035
-0.275,0.02
-0.285,0.0
-0.295,0.005
-0.285,0.01
-0.28,0.03
-0.275,0.02
-0.29,0.02
-0.295,-0.01
-0.295,0.0
-0.285,0.005
-0.285,0.01
-0.28,-0.015
-0.28,-0.01
-0.3,-0.035
-0.295,-0.02
-0.295,-0.015
-0.275,-0.015
-0.275,-0.01
-0.275,-0.04
-0.3,-0.05
-0.305,-0.04
-0.295,-0.04
-0.29,-0.035
-0.295,-0.05
-0.3,-0.055
-0.31,-0.075
-0.305,-0.07
-0.295,-0.065
-0.3,-0.05
-0.3,-0.06
-0.29,-0.07
-0.315,-0.085
-0.325,-0.08
-0.305,-0.08
-0.295,-0.065
-0.285,-0.065
-0.29,-0.08
-0.31,-0.09
-0.315,-0.065
-0.295,-0.065
-0.29,-0.04
-0.29,-0.05
-0.305,-0.06
-0.31,-0.06
-0.315,-0.05
-0.315,-0.03
-0.305,-0.025
-0.305,-0.035
-0.31,-0.05
-0.325,-0.075
-0.34,-0.055
-0.315,-0.05
-0.3,-0.04
-0.29,-0.035
-0.29,-0.055
-0.295,-0.07
-0.3,-0.085
-0.285,-0.085
-0.27,-0.09
-0.25,-0.1
-0.255,-0.12
-0.26,-0.125
-0.26,-0.12
-0.26,-0.125
-0.26,-0.125
-0.26,-0.135
-0.26,-0.155
-0.265,-0.165
-0.275,-0.17
-0.27,-0.16
-0.27,-0.16
-0.26,-0.165
-0.27,-0.145
-0.285,-0.15
-0.29,-0.155
-0.285,-0.135
-0.28,-0.14
-0.285,-0.155
-0.3,-0.16
-0.32,-0.17
-0.31,-0.15
-0.3,-0.14
-0.295,-0.14
-0.295,-0.14
-0.295,-0.14
-0.305,-0.15
-0.32,-0.14
-0.3,-0.14
-0.29,-0.135
-0.28,-0.13
-0.295,-0.125
-0.29,-0.13
-0.29,-0.095
-0.27,-0.07
-0.25,0.005
-0.23,0.195
-0.205,0.53
-0.175,0.845
-0.11,0.835
-0.01,0.6
0.17,0.395
0.435,0.325
0.655,0.295
0.615,0.255
0.39,0.23
0.205,0.215
0.155,0.195
0.165,0.15
0.175,0.065
0.18,-0.05
0.195,-0.18
0.22,-0.355
0.25,-0.545
0.265,-0.745
0.265,-0.95
0.28,-1.155
0.295,-1.365
0.315,-1.555
0.31,-1.705
0.33,-1.84
0.34,-1.96
0.35,-2.085
0.36,-2.18
0.37,-2.27
0.37,-2.375
0.38,-2.495
0.355,-2.63
0.335,-2.725
0.3,-2.8
0.26,-2.835
0.21,-2.9
0.16,-2.945
0.1,-3.0
0.04,-3.025
-0.04,-3.055
-0.13,-3.055
-0.195,-3.04
-0.255,-3.02
-0.27,-3.015
-0.255,-3.0
-0.225,-2.955
-0.175,-2.865
-0.145,-2.76
-0.13,-2.595
-0.125,-2.405
-0.125,-2.185
-0.12,-1.925
-0.12,-1.64
-0.125,-1.345
-0.125,-1.055
-0.14,-0.795
-0.16,-0.525
-0.2,-0.285
-0.22,-0.09
-0.255,0.035
-0.285,0.125
-0.315,0.205
-0.35,0.24
-0.37,0.3
-0.375,0.345
-0.37,0.395
-0.39,0.445
-0.4,0.465
-0.41,0.485
-0.425,0.52
-0.415,0.55
-0.42,0.58
-0.41,0.6
-0.425,0.61
-0.44,0.635
-0.445,0.655
-0.445,0.69
-0.435,0.71
-0.435,0.715
-0.44,0.74
-0.445,0.755
-0.46,0.78
-0.46,0.82
-0.445,0.83
-0.445,0.85
-0.455,0.865
-0.455,0.885
-0.47,0.915
-0.46,0.95
-0.455,0.98
-0.455,1.005
-0.465,1.025
-0.475,1.04
-0.48,1.075
-0.47,1.115
-0.465,1.14
-0.46,1.17
-0.47,1.18
-0.47,1.21
-0.465,1.235
-0.46,1.275
-0.46,1.305
-0.46,1.34
-0.46,1.355
-0.47,1.38
-0.475,1.41
-0.465,1.44
-0.455,1.47
-0.445,1.49
-0.445,1.5
-0.455,1.495
-0.46,1.53
-0.445,1.555
-0.43,1.565
-0.425,1.57
-0.42,1.565
-0.425,1.545
-0.425,1.54
-0.41,1.54
-0.405,1.525
-0.39,1.515
-0.385,1.475
-0.38,1.44
-0.39,1.42
-0.36,1.395
-0.36,1.355
-0.345,1.315
-0.345,1.26
-0.35,1.195
-0.35,1.17
-0.33,1.13
-0.32,1.075
-0.315,1.025
-0.31,0.95
-0.315,0.895
-0.305,0.84
-0.285,0.795
-0.275,0.75
-0.275,0.695
-0.285,0.625
-0.29,0.575
-0.28,0.53
-0.285,0.485
-0.265,0.445
-0.27,0.4
-0.27,0.36
-0.27,0.315
-0.29,0.29
-0.275,0.255
-0.265,0.24
-0.26,0.205
-0.27,0.185
-0.275,0.14
-0.275,0.135
-0.275,0.12
-0.27,0.12
-0.27,0.105
-0.275,0.075
-0.28,0.055
-0.29,0.05
-0.275,0.055
-0.28,0.055
-0.27,0.025
-0.28,0.02
-0.285,0.015
-0.3,0.01
-0.29,0.02
-0.275,0.025
-0.285,0.015
-0.28,-0.01
-0.295,0.0
-0.3,-0.005
-0.29,-0.005
-0.29,0.015
-0.285,0.0
-0.285,-0.01
-0.29,-0.02
-0.3,-0.015
-0.28,0.0
-0.275,0.005
-0.27,0.005
-0.285,0.005
-0.29,-0.01
-0.3,0.0
-0.285,0.01
-0.275,0.01
-0.27,0.005
-0.275,0.005
-0.29,-0.005
-0.295,0.005
-0.28,0.005
-0.28,0.005
-0.275,0.01
-0.3,0.0
-0.3,0.0
-0.295,0.01
-0.295,0.005
-0.285,0.005
-0.28,0.015
-0.285,0.005
-0.295,-0.005
-0.31,0.0
-0.295,0.01
-0.295,0.015
-0.275,0.01
-0.29,0.0
-0.295,-0.005
-0.31,0.005
-0.3,0.01
-0.295,0.015
-0.305,0.015
-0.315,0.005
-0.32,-0.015
-0.325,-0.005
-0.31,-0.005
-0.305,0.0
-0.315,0.0
-0.32,-0.02
-0.33,-0.025
-0.325,-0.03
-0.32,-0.02
-0.31,-0.025
-0.33,-0.03
-0.325,-0.045
-0.34,-0.055
-0.34,-0.05
-0.325,-0.04
-0.32,-0.04
-0.33,-0.045
-0.325,-0.055
-0.35,-0.075
-0.35,-0.07
-0.34,-0.065
-0.325,-0.065
-0.33,-0.07
-0.345,-0.08
-0.355,-0.09
-0.345,-0.09
-0.34,-0.09
-0.34,-0.085
-0.34,-0.085
-0.34,-0.105
-0.345,-0.105
-0.36,-0.105
-0.345,-0.1
-0.335,-0.1
-0.34,-0.105
-0.345,-0.115
-0.36,-0.115
-0.36,-0.115
-0.355,-0.115
-0.34,-0.115
-0.35,-0.11
-0.35,-0.12
-0.36,-0.12
-0.345,-0.13
-0.335,-0.115
-0.33,-0.1
-0.34,-0.115
-0.335,-0.125
-0.355,-0.135
-0.35,-0.13
-0.345,-0.115
-0.34,-0.11
-0.345,-0.11
-0.35,-0.125
-0.345,-0.135
-0.36,-0.13
-0.34,-0.125
-0.34,-0.12
-0.34,-0.125
-0.34,-0.14
-0.345,-0.135
-0.345,-0.14
-0.335,-0.115
-0.34,-0.12
-0.335,-0.11
-0.34,-0.125
-0.34,-0.14
-0.345,-0.13
-0.34,-0.115
-0.315,-0.12
-0.325,-0.125
-0.35,-0.125
-0.35,-0.14
-0.345,-0.13
-0.33,-0.115
-0.335,-0.115
-0.345,-0.105
-0.35,-0.12
-0.345,-0.115
-0.345,-0.1
-0.35,-0.08
-0.34,-0.08
-0.34,-0.075
-0.35,-0.085
-0.355,-0.08
-0.345,-0.075
-0.34,-0.06
-0.335,-0.06
-0.32,-0.055
-0.33,-0.055
-0.335,-0.065
-0.305,-0.065
-0.29,-0.05
-0.265,-0.025
-0.25,0.03
-0.245,0.195
-0.21,0.54
-0.155,0.845
-0.06,0.8
0.13,0.56
0.435,0.37
0.79,0.285
0.925,0.215
0.745,0.18
0.43,0.105
0.24,0.025
0.175,-0.075
0.18,-0.23
0.17,-0.385
0.165,-0.56
0.16,-0.735
0.17,-0.925
0.17,-1.145
0.16,-1.35
0.15,-1.535
0.125,-1.695
0.125,-1.84
0.105,-2.0
0.105,-2.185
0.105,-2.405
0.1,-2.59
0.09,-2.715
0.085,-2.81
0.07,-2.87
0.045,-2.955
0.02,-3.025
-0.035,-3.085
-0.085,-3.115
-0.12,-3.125
-0.15,-3.14
-0.205,-3.15
-0.255,-3.17
-0.34,-3.185
-0.415,-3.185
-0.47,-3.18
-0.485,-3.17
-0.47,-3.16
-0.44,-3.155
-0.395,-3.16
-0.375,-3.105
-0.36,-3.03
-0.355,-2.945
-0.345,-2.835
-0.39,-2.72
-0.405,-2.6
-0.44,-2.435
-0.435,-2.25
-0.425,-2.05
-0.4,-1.83
-0.385,-1.635
-0.37,-1.43
-0.37,-1.2
-0.36,-0.98
-0.365,-0.795
-0.385,-0.61
-0.405,-0.435
-0.43,-0.27
-0.435,-0.09
-0.43,0.06
-0.415,0.225
-0.41,0.36
-0.42,0.47
-0.415,0.54
-0.42,0.615
-0.405,0.685
-0.4,0.73
-0.405,0.76
-0.405,0.79
-0.41,0.81
-0.405,0.85
-0.405,0.9
-0.395,0.925
-0.39,0.945
-0.38,0.96
-0.405,0.97
-0.41,1.005
-0.4,1.04
-0.385,1.055
-0.39,1.08
-0.38,1.095
-0.39,1.095
-0.405,1.145
-0.39,1.175
-0.375,1.2
-0.375,1.235
-0.385,1.235
-0.4,1.265
-0.39,1.29
-0.39,1.33
-0.385,1.355
-0.37,1.38
-0.385,1.39
-0.395,1.425
-0.39,1.455
-0.375,1.495
-0.37,1.515
-0.37,1.54
-0.36,1.565
-0.37,1.585
-0.365,1.62
-0.36,1.65
-0.35,1.685
-0.35,1.695
-0.345,1.705
-0.35,1.73
-0.35,1.75
-0.335,1.785
-0.325,1.81
-0.32,1.82
-0.32,1.82
-0.305,1.815
-0.31,1.83
-0.295,1.845
-0.275,1.845
-0.28,1.84
-0.275,1.82
-0.265,1.805
-0.265,1.78
-0.245,1.76
-0.235,1.745
-0.22,1.705
-0.215,1.665
-0.215,1.605
-0.2,1.575
-0.2,1.53
-0.18,1.48
-0.18,1.41
-0.195,1.35
-0.195,1.29
-0.18,1.225
-0.18,1.18
-0.155,1.125
-0.16,1.075
-0.16,1.005
-0.165,0.93
-0.185,0.88
-0.165,0.84
-0.155,0.785
-0.16,0.725
-0.16,0.67
-0.17,0.625
-0.185,0.585
-0.18,0.545
-0.17,0.525
-0.175,0.48
-0.19,0.43
-0.2,0.39
-0.2,0.36
-0.195,0.335
-0.19,0.315
-0.185,0.285
-0.2,0.25
-0.21,0.23
-0.22,0.205
-0.215,0.2
-0.215,0.185
-0.21,0.155
-0.235,0.135
-0.24,0.12
-0.245,0.11
-0.245,0.105
-0.235,0.1
-0.24,0.08
-0.24,0.075
-0.25,0.05
-0.255,0.05
-0.26,0.055
-0.235,0.055
-0.24,0.055
-0.245,0.03
-0.26,0.02
-0.265,0.025
-0.255,0.03
-0.245,0.035
-0.245,0.035
-0.25,0.03
-0.26,0.015
-0.265,0.01
-0.255,0.02
-0.25,0.03
-0.26,0.03
-0.245,0.01
-0.26,0.005
-0.265,0.01
-0.255,0.025
-0.245,0.035
-0.25,0.03
-0.24,0.015
-0.255,0.02
-0.275,0.02
-0.265,0.035
-0.25,0.03
-0.25,0.035
-0.26,0.015
-0.285,0.015
-0.29,0.01
-0.275,0.035
-0.265,0.025
-0.26,0.015
-0.265,0.02
-0.28,0.005
-0.275,0.0
-0.285,0.025
-0.265,0.02
-0.27,0.015
-0.285,0.0
-0.29,0.0
-0.295,-0.005
-0.29,0.005
-0.275,0.005
-0.28,0.0
-0.29,-0.005
-0.305,-0.025
-0.305,-0.02
-0.31,-0.02
-0.295,-0.02
-0.3,-0.025
-0.3,-0.03
-0.31,-0.05
-0.325,-0.045
-0.315,-0.04
-0.305,-0.035
-0.31,-0.035
-0.315,-0.045
-0.315,-0.065
-0.32,-0.065
-0.32,-0.065
-0.31,-0.055
-0.31,-0.06
-0.325,-0.07
-0.325,-0.09
-0.325,-0.09
-0.33,-0.09
-0.315,-0.075
-0.32,-0.085
-0.32,-0.095
-0.325,-0.105
-0.345,-0.105
-0.33,-0.09
-0.325,-0.095
-0.31,-0.09
-0.335,-0.1
-0.34,-0.115
-0.335,-0.125
-0.335,-0.115
-0.325,-0.105
-0.32,-0.105
-0.325,-0.115
-0.34,-0.135
-0.35,-0.12
-0.345,-0.11
-0.34,-0.105
-0.345,-0.11
-0.34,-0.125
-0.355,-0.14
-0.355,-0.135
-0.345,-0.115
-0.335,-0.12
-0.33,-0.115
-0.335,-0.13
-0.35,-0.135
-0.345,-0.135
-0.335,-0.135
-0.34,-0.125
-0.34,-0.125
-0.345,-0.145
-0.34,-0.14
-0.34,-0.14
-0.33,-0.135
-0.325,-0.125
-0.32,-0.12
-0.325,-0.145
-0.33,-0.14
-0.35,-0.135
-0.345,-0.135
-0.335,-0.14
-0.335,-0.125
-0.33,-0.145
-0.325,-0.15
-0.345,-0.145
-0.345,-0.14
-0.33,-0.14
-0.32,-0.14
-0.335,-0.15
-0.34,-0.15
-0.345,-0.155
-0.345,-0.15
-0.335,-0.14
-0.315,-0.15
-0.33,-0.145
-0.34,-0.16
-0.33,-0.16
-0.335,-0.135
-0.32,-0.135
-0.325,-0.13
-0.315,-0.15
-0.32,-0.155
-0.305,-0.165
-0.295,-0.135
-0.285,-0.13
-0.285,-0.135
-0.29,-0.145
-0.3,-0.135
-0.305,-0.12
-0.28,-0.095
-0.265,-0.025
-0.255,0.16
-0.235,0.51
-0.205,0.835
-0.15,0.81
0.0,0.565
0.335,0.385
0.72,0.305
0.88,0.23
0.675,0.165
0.335,0.11
0.145,0.03
0.095,-0.065
0.115,-0.225
0.12,-0.405
0.11,-0.59
0.105,-0.78
0.115,-0.985
0.125,-1.175
0.12,-1.36
0.125,-1.525
0.115,-1.675
0.09,-1.815
0.075,-1.955
0.075,-2.145
0.085,-2.37
0.085,-2.565
0.06,-2.705
0.035,-2.8
0.02,-2.875
0.005,-2.95
-0.03,-3.02
-0.075,-3.08
-0.13,-3.12
-0.185,-3.155
-0.23,-3.15
-0.28,-3.165
-0.35,-3.165
-0.435,-3.185
-0.53,-3.2
-0.62,-3.21
-0.63,-3.195
-0.595,-3.185
-0.55,-3.165
-0.5,-3.17
-0.475,-3.165
-0.465,-3.12
-0.47,-3.04
-0.46,-2.94
-0.485,-2.82
-0.485,-2.67
-0.49,-2.515
-0.475,-2.295
-0.455,-2.065
-0.41,-1.825
-0.36,-1.55
-0.335,-1.295
-0.325,-1.075
-0.34,-0.86
-0.35,-0.64
-0.365,-0.45
-0.37,-0.26
-0.39,-0.115
-0.41,0.025
-0.415,0.19
-0.42,0.335
-0.395,0.44
-0.395,0.525
-0.39,0.58
-0.405,0.63
-0.41,0.67
-0.4,0.72
-0.395,0.76
-0.385,0.785
-0.385,0.795
-0.38,0.82
-0.39,0.845
-0.385,0.88
-0.365,0.9
-0.365,0.935
-0.375,0.935
-0.39,0.95
-0.4,0.975
-0.395,1.0
-0.395,1.025
-0.385,1.035
-0.385,1.055
-0.395,1.055
-0.405,1.08
-0.38,1.115
-0.38,1.145
-0.39,1.155
-0.385,1.165
-0.385,1.17
-0.375,1.205
-0.38,1.245
-0.37,1.275
-0.375,1.295
-0.365,1.315
-0.39,1.32
-0.395,1.35
-0.37,1.39
-0.365,1.42
-0.35,1.45
-0.345,1.455
-0.35,1.48
-0.36,1.51
-0.36,1.545
-0.34,1.575
-0.33,1.59
-0.34,1.615
-0.34,1.625
-0.34,1.66
-0.335,1.685
-0.315,1.71
-0.31,1.715
-0.305,1.735
-0.305,1.73
-0.315,1.74
-0.295,1.76
-0.27,1.77
-0.255,1.765
-0.25,1.75
-0.25,1.74
-0.245,1.71
-0.225,1.695
-0.21,1.665
-0.195,1.64
-0.19,1.59
-0.19,1.55
-0.195,1.505
-0.18,1.46
-0.16,1.43
-0.16,1.375
-0.16,1.31
-0.16,1.235
-0.16,1.19
-0.145,1.15
-0.135,1.095
-0.135,1.04
-0.135,0.975
-0.13,0.915
-0.13,0.855
-0.125,0.805
-0.13,0.77
-0.125,0.715
-0.135,0.64
-0.145,0.58
-0.155,0.54
-0.145,0.5
-0.145,0.465
-0.16,0.415
-0.18,0.37
-0.195,0.33
-0.2,0.31
-0.195,0.28
-0.185,0.27
-0.185,0.24
-0.185,0.2
-0.21,0.17
-0.22,0.15
-0.215,0.15
-0.215,0.145
-0.23,0.12
-0.215,0.095
-0.22,0.085
-0.235,0.08
-0.225,0.08
-0.22,0.085
-0.22,0.08
-0.23,0.05
-0.245,0.045
-0.255,0.06
-0.24,0.055
-0.235,0.07
-0.235,0.065
-0.24,0.05
-0.26,0.03
-0.275,0.035
-0.26,0.05
-0.25,0.065
-0.24,0.05
-0.22,0.045
-0.245,0.025
-0.255,0.045
-0.255,0.045
-0.245,0.045
-0.255,0.045
-0.28,0.035
-0.285,0.03
-0.3,0.04
-0.285,0.045
-0.265,0.055
-0.25,0.035
-0.26,0.025
-0.26,0.02
-0.275,0.01
-0.275,0.03
-0.255,0.03
-0.25,0.025
-0.255,0.01
-0.27,0.005
-0.275,0.015
-0.28,0.015
-0.285,0.02
-0.29,0.0
-0.31,-0.01
-0.295,-0.01
-0.31,-0.015
-0.3,-0.005
-0.29,-0.005
-0.285,-0.01
-0.29,-0.03
-0.305,-0.035
-0.305,-0.03
-0.29,-0.035
-0.29,-0.045
-0.27,-0.04
-0.275,-0.045
-0.275,-0.065
-0.3,-0.065
-0.29,-0.055
-0.295,-0.055
-0.295,-0.06
-0.295,-0.075
-0.315,-0.095
-0.325,-0.09
-0.33,-0.07
-0.315,-0.08
-0.315,-0.09
-0.32,-0.1
-0.32,-0.11
-0.32,-0.105
-0.3,-0.1
-0.275,-0.09
-0.285,-0.11
-0.29,-0.115
-0.3,-0.125
-0.33,-0.13
-0.31,-0.12
-0.31,-0.12
-0.305,-0.12
-0.305,-0.13
-0.305,-0.135
-0.315,-0.13
-0.315,-0.13
-0.32,-0.115
-0.31,-0.12
-0.315,-0.135
-0.325,-0.15
-0.34,-0.145
-0.33,-0.14
-0.305,-0.12
-0.295,-0.135
-0.3,-0.16
-0.31,-0.155
-0.315,-0.15
-0.295,-0.155
-0.285,-0.135
-0.295,-0.15
-0.3,-0.16
-0.31,-0.16
-0.32,-0.165
-0.305,-0.155
-0.31,-0.15
-0.3,-0.15
-0.3,-0.165
-0.31,-0.17
-0.31,-0.165
-0.31,-0.15
-0.31,-0.15
-0.31,-0.15
-0.315,-0.17
-0.32,-0.175
-0.325,-0.16
-0.315,-0.16
-0.315,-0.155
-0.305,-0.15
-0.31,-0.165
-0.315,-0.17
-0.32,-0.17
-0.3,-0.155
-0.3,-0.14
-0.3,-0.15
-0.31,-0.17
-0.31,-0.165
-0.315,-0.165
-0.3,-0.16
-0.305,-0.145
-0.31,-0.145
-0.305,-0.175
-0.32,-0.165
-0.315,-0.175
-0.3,-0.155
-0.285,-0.145
-0.285,-0.15
-0.28,-0.15
-0.285,-0.15
-0.285,-0.145
-0.285,-0.115
-0.27,-0.07
-0.265,0.025
-0.25,0.27
-0.22,0.695
-0.18,0.985
-0.11,0.86
0.06,0.555
0.43,0.36
0.835,0.295
0.9,0.24
0.61,0.19
0.285,0.115
0.16,0.03
0.16,-0.095
0.175,-0.265
0.175,-0.43
0.165,-0.635
0.185,-0.855
0.195,-1.07
0.2,-1.28
0.2,-1.46
0.18,-1.625
0.155,-1.78
0.14,-1.93
0.135,-2.13
0.13,-2.36
0.11,-2.55
0.1,-2.69
0.065,-2.78
0.035,-2.855
-0.01,-2.94
-0.055,-3.035
-0.13,-3.11
-0.205,-3.14
-0.27,-3.155
-0.335,-3.17
-0.395,-3.175
-0.475,-3.19
-0.585,-3.205
-0.655,-3.215
-0.705,-3.21
-0.69,-3.195
-0.64,-3.175
-0.6,-3.155
-0.575,-3.115
-0.59,-3.06
-0.57,-2.95
-0.555,-2.81
-0.53,-2.655
-0.51,-2.485
-0.49,-2.29
-0.475,-2.075
-0.44,-1.83
-0.385,-1.575
-0.335,-1.315
-0.315,-1.08
-0.305,-0.87
-0.315,-0.68
-0.345,-0.5
-0.35,-0.305
-0.345,-0.145
-0.35,0.015
-0.35,0.155
-0.355,0.295
-0.35,0.425
-0.335,0.53
-0.32,0.6
-0.315,0.645
-0.33,0.685
-0.34,0.695
-0.36,0.74
-0.365,0.785
-0.34,0.81
-0.34,0.835
-0.35,0.84
-0.365,0.86
-0.375,0.895
-0.365,0.905
-0.37,0.93
-0.37,0.945
-0.37,0.965
-0.385,0.965
-0.405,0.985
-0.395,1.0
-0.385,1.04
-0.39,1.05
-0.395,1.06
-0.41,1.07
-0.42,1.095
-0.43,1.12
-0.41,1.145
-0.425,1.175
-0.425,1.18
-0.435,1.185
-0.445,1.22
-0.43,1.27
-0.435,1.3
-0.435,1.31
-0.43,1.33
-0.44,1.355
-0.445,1.385
-0.44,1.435
-0.425,1.46
-0.435,1.49
-0.43,1.52
-0.44,1.525
-0.43,1.57
-0.43,1.6
-0.405,1.63
-0.4,1.65
-0.395,1.665
-0.395,1.685
-0.39,1.705
-0.37,1.715
-0.355,1.73
-0.34,1.73
-0.33,1.725
-0.325,1.715
-0.315,1.7
-0.3,1.7
-0.275,1.68
-0.27,1.65
-0.255,1.62
-0.25,1.575
-0.25,1.525
-0.225,1.495
-0.205,1.45
-0.185,1.4
-0.185,1.335
-0.175,1.275
-0.18,1.21
-0.15,1.15
-0.145,1.105
-0.12,1.03
-0.135,0.95
-0.14,0.885
-0.15,0.835
-0.135,0.765
-0.12,0.725
-0.125,0.665
-0.135,0.6
-0.145,0.54
-0.155,0.495
-0.135,0.46
-0.125,0.425
-0.15,0.38
-0.15,0.33
-0.165,0.29
-0.18,0.265
-0.175,0.24
-0.17,0.23
-0.175,0.205
-0.2,0.18
-0.205,0.14
-0.22,0.125
-0.205,0.135
-0.2,0.13
-0.205,0.115
-0.225,0.1
-0.22,0.085
-0.225,0.085
-0.22,0.095
-0.215,0.09
-0.21,0.095
-0.225,0.065
-0.24,0.055
-0.25,0.055
-0.23,0.065
-0.23,0.07
-0.215,0.08
-0.225,0.065
-0.235,0.055
-0.245,0.06
-0.24,0.07
-0.22,0.08
-0.23,0.07
-0.23,0.065
-0.24,0.05
-0.24,0.06
-0.24,0.07
-0.24,0.09
-0.23,0.08
-0.235,0.07
-0.235,0.055
-0.245,0.06
-0.23,0.07
-0.24,0.075
-0.24,0.075
-0.24,0.065
-0.25,0.05
-0.255,0.045
-0.26,0.045
-0.24,0.05
-0.245,0.05
-0.25,0.035
-0.255,0.02
-0.26,0.025
-0.265,0.025
-0.255,0.02
-0.245,0.02
-0.255,0.015
-0.265,0.0
-0.28,0.005
-0.28,0.0
-0.27,0.0
-0.265,-0.01
-0.27,-0.025
-0.285,-0.03
-0.295,-0.03
-0.28,-0.03
-0.275,-0.025
-0.27,-0.035
-0.275,-0.05
-0.275,-0.065
-0.295,-0.07
-0.295,-0.06
-0.285,-0.05
-0.275,-0.055
-0.285,-0.06
-0.295,-0.07
-0.305,-0.08
-0.305,-0.07
-0.29,-0.065
-0.285,-0.065
-0.285,-0.07
-0.305,-0.095
-0.31,-0.09
-0.31,-0.095
-0.29,-0.085
-0.295,-0.095
-0.305,-0.1
-0.305,-0.1
-0.315,-0.12
-0.305,-0.105
-0.3,-0.095
-0.295,-0.11
-0.295,-0.11
-0.31,-0.13
-0.32,-0.115
-0.305,-0.11
-0.295,-0.11
-0.3,-0.105
-0.31,-0.12
-0.315,-0.125
-0.31,-0.125
-0.305,-0.12
-0.31,-0.12
-0.3,-0.125
-0.305,-0.12
-0.315,-0.145
-0.325,-0.145
-0.315,-0.125
-0.305,-0.12
-0.295,-0.125
-0.305,-0.135
-0.32,-0.15
-0.315,-0.14
-0.31,-0.14
-0.31,-0.13
-0.305,-0.135
-0.305,-0.14
-0.315,-0.145
-0.315,-0.155
-0.31,-0.14
-0.295,-0.13
-0.295,-0.14
-0.3,-0.14
-0.305,-0.145
-0.32,-0.15
-0.31,-0.145
-0.3,-0.125
-0.3,-0.135
-0.305,-0.145
-0.31,-0.16
-0.315,-0.16
-0.31,-0.15
-0.3,-0.13
-0.305,-0.14
-0.3,-0.15
-0.305,-0.155
-0.3,-0.14
-0.29,-0.14
-0.28,-0.13
-0.27,-0.12
-0.275,-0.13
-0.285,-0.13
-0.28,-0.12
-0.26,-0.075
-0.24,0.05
-0.21,0.37
-0.17,0.795
-0.105,0.905
0.03,0.65
0.375,0.395
0.81,0.295
1.0,0.26
0.745,0.185
0.37,0.11
0.165,0.02
0.155,-0.095
0.19,-0.26
0.205,-0.46
0.21,-0.665
0.195,-0.9
0.18,-1.145
0.21,-1.35
0.215,-1.535
0.21,-1.7
0.19,-1.88
0.16,-2.075
0.14,-2.3
0.145,-2.505
0.15,-2.66
0.13,-2.775
0.085,-2.875
0.055,-2.975
0.0,-3.05
-0.06,-3.105
-0.11,-3.13
-0.17,-3.155
-0.24,-3.19
-0.3,-3.21
-0.39,-3.215
-0.465,-3.215
-0.525,-3.19
-0.56,-3.205
-0.535,-3.195
-0.485,-3.2
-0.46,-3.165
-0.43,-3.13
-0.42,-3.055
-0.415,-2.965
-0.44,-2.85
-0.435,-2.72
-0.44,-2.535
-0.42,-2.325
-0.39,-2.075
-0.36,-1.82
-0.325,-1.56
-0.305,-1.29
-0.305,-1.03
-0.315,-0.775
-0.325,-0.545
-0.32,-0.34
-0.345,-0.14
-0.355,0.035
-0.37,0.21
-0.37,0.375
-0.35,0.51
-0.34,0.615
-0.33,0.68
-0.335,0.725
-0.34,0.765
-0.34,0.815
-0.32,0.86
-0.315,0.91
-0.295,0.92
-0.3,0.935
-0.29,0.96
-0.275,0.995
-0.285,1.005
-0.29,1.015
-0.29,1.04
-0.295,1.025
-0.295,1.035
-0.28,1.055
-0.275,1.075
-0.27,1.095
-0.275,1.095
-0.285,1.1
-0.29,1.125
-0.29,1.17
-0.275,1.19
-0.29,1.21
-0.285,1.235
-0.295,1.275
-0.315,1.31
-0.315,1.33
-0.315,1.36
-0.34,1.385
-0.35,1.4
-0.365,1.415
-0.385,1.44
-0.38,1.48
-0.365,1.515
-0.37,1.54
-0.36,1.565
-0.365,1.585
-0.385,1.605
-0.365,1.655
-0.37,1.68
-0.37,1.695
-0.365,1.7
-0.365,1.73
-0.365,1.74
-0.355,1.77
-0.35,1.775
-0.345,1.79
-0.34,1.775
-0.335,1.77
-0.335,1.77
-0.325,1.775
-0.3,1.76
-0.29,1.745
-0.28,1.715
-0.28,1.675
-0.275,1.655
-0.25,1.615
-0.23,1.575
-0.215,1.52
-0.215,1.465
-0.2,1.4
-0.195,1.34
