noise1,noise2
0.135,0.08
0.145,0.055
0.145,0.075
0.145,0.085
0.15,0.075
0.145,0.075
0.14,0.07
0.14,0.07
0.16,0.075
0.17,0.075
0.175,0.065
0.17,0.065
0.17,0.065
0.17,0.07
0.175,0.08
0.17,0.075
0.17,0.075
0.175,0.08
0.17,0.06
0.165,0.06
0.165,0.07
0.17,0.06
0.175,0.055
0.175,0.05
0.185,0.055
0.185,0.065
0.18,0.07
0.18,0.07
0.18,0.07
0.18,0.055
0.175,0.045
0.175,0.065
0.17,0.07
0.175,0.07
0.175,0.07
0.185,0.055
0.185,0.055
0.195,0.045
0.195,0.045
0.19,0.045
0.185,0.055
0.195,0.055
0.205,0.05
0.21,0.045
0.205,0.05
0.19,0.045
0.185,0.04
0.2,0.055
0.185,0.055
0.185,0.05
0.2,0.035
0.2,0.02
0.2,0.025
0.195,0.035
0.205,0.035
0.215,0.03
0.225,0.025
0.225,0.035
0.215,0.03
0.21,0.02
0.22,0.03
0.205,0.03
0.2,0.035
0.195,0.035
0.195,0.035
0.2,0.03
0.195,0.02
0.2,0.015
0.205,0.025
0.205,0.04
0.205,0.04
0.21,0.04
0.215,0.03
0.215,0.015
0.215,0.03
0.21,0.035
0.21,0.025
0.21,0.03
0.205,0.03
0.205,0.02
0.21,0.03
0.215,0.045
0.225,0.045
0.235,0.025
0.22,0.015
0.21,0.005
0.21,0.01
0.225,0.02
0.23,0.015
0.235,0.005
0.22,0.005
0.215,0.005
0.215,0.015
0.215,0.025
0.22,0.01
0.225,0.005
0.215,0.02
0.215,0.02
0.215,0.015
0.22,0.01
0.22,0.015
0.22,0.01
0.215,0.0
0.22,0.0
0.23,0.005
0.235,0.0
0.235,0.0
0.225,0.005
0.22,0.0
0.22,-0.01
0.23,-0.01
0.235,-0.01
0.225,0.0
0.225,0.0
0.22,-0.01
0.215,-0.015
0.215,-0.015
0.23,-0.015
0.24,-0.01
0.235,-0.025
0.235,-0.015
0.235,-0.01
0.225,0.0
0.225,-0.005
0.225,-0.015
0.225,-0.02
0.245,-0.015
0.245,-0.015
0.235,-0.02
0.235,-0.02
0.235,-0.01
0.23,0.0
0.23,0.005
0.23,-0.01
0.235,-0.015
0.25,-0.015
0.24,-0.015
0.235,-0.01
0.235,-0.005
0.235,0.0
0.235,0.0
0.235,-0.01
0.23,-0.01
0.255,-0.01
0.25,-0.015
0.245,-0.015
0.245,-0.01
0.25,-0.005
0.255,-0.01
0.26,-0.01
0.255,-0.015
0.245,-0.03
0.245,-0.03
0.24,-0.025
0.24,-0.02
0.26,-0.03
0.25,-0.03
0.24,-0.03
0.24,-0.02
0.235,-0.02
0.24,-0.02
0.25,-0.025
0.24,-0.04
0.23,-0.045
0.23,-0.04
0.24,-0.025
0.24,-0.025
0.24,-0.03
0.255,-0.02
0.255,-0.015
0.26,-0.015
0.265,-0.03
0.24,-0.04
0.23,-0.035
0.235,-0.02
0.24,-0.02
0.245,-0.02
0.25,-0.025
0.25,-0.025
0.245,-0.025
0.25,-0.02
0.255,-0.03
0.255,-0.03
0.255,-0.035
0.25,-0.03
0.25,-0.03
0.245,-0.035
0.25,-0.045
0.26,-0.04
0.26,-0.035
0.25,-0.035
0.245,-0.03
0.245,-0.03
0.25,-0.035
0.265,-0.05
0.255,-0.045
0.255,-0.045
0.265,-0.045
0.255,-0.02
0.255,-0.02
0.265,-0.035
0.265,-0.045
0.255,-0.04
0.25,-0.035
0.26,-0.04
0.26,-0.055
0.26,-0.055
0.26,-0.045
0.26,-0.03
0.26,-0.035
0.27,-0.045
0.26,-0.035
0.26,-0.025
0.265,-0.02
0.265,-0.02
0.255,-0.025
0.26,-0.03
0.28,-0.035
0.275,-0.035
0.27,-0.035
0.27,-0.045
0.265,-0.045
0.265,-0.045
0.275,-0.04
0.275,-0.04
0.265,-0.04
0.255,-0.04
0.26,-0.025
0.26,-0.035
0.265,-0.045
0.275,-0.045
0.27,-0.045
0.27,-0.045
0.275,-0.04
0.275,-0.045
0.28,-0.04
0.285,-0.035
0.285,-0.06
0.29,-0.045
0.29,-0.04
0.27,-0.05
0.28,-0.05
0.285,-0.05
0.285,-0.05
0.275,-0.045
0.275,-0.045
0.285,-0.05
0.28,-0.05
0.28,-0.05
0.29,-0.055
0.29,-0.055
0.285,-0.06
0.29,-0.05
0.285,-0.04
0.285,-0.055
0.285,-0.065
0.285,-0.065
0.285,-0.06
0.285,-0.055
0.295,-0.055
0.295,-0.055
0.295,-0.055
0.29,-0.045
0.3,-0.05
0.29,-0.05
0.29,-0.06
0.3,-0.07
0.3,-0.05
0.285,-0.045
0.275,-0.045
0.275,-0.045
0.285,-0.05
0.3,-0.06
0.31,-0.06
0.315,-0.06
0.32,-0.055
0.32,-0.055
0.305,-0.055
0.305,-0.055
0.315,-0.045
0.31,-0.035
0.305,-0.03
0.3,-0.04
0.3,-0.055
0.305,-0.055
0.315,-0.045
0.315,-0.045
0.31,-0.035
0.305,-0.03
0.31,-0.03
0.295,-0.04
0.3,-0.05
0.32,-0.055
0.32,-0.05
0.32,-0.045
0.32,-0.05
0.32,-0.05
0.325,-0.04
0.335,-0.03
0.325,-0.03
0.325,-0.03
0.33,-0.04
0.34,-0.055
0.335,-0.05
0.33,-0.035
0.325,-0.025
0.325,-0.025
0.325,-0.03
0.335,-0.035
0.345,-0.025
0.335,-0.03
0.325,-0.035
0.335,-0.045
0.33,-0.045
0.325,-0.05
0.315,-0.05
0.315,-0.055
0.32,-0.055
0.315,-0.05
0.31,-0.05
0.315,-0.05
0.33,-0.05
0.325,-0.05
0.34,-0.045
0.335,-0.05
0.335,-0.045
0.35,-0.045
0.355,-0.04
0.355,-0.03
0.35,-0.045
0.345,-0.05
0.345,-0.055
0.345,-0.05
0.355,-0.05
0.36,-0.055
0.355,-0.035
0.345,-0.045
0.335,-0.055
0.345,-0.065
0.35,-0.04
0.355,-0.04
0.35,-0.05
0.35,-0.05
0.345,-0.045
0.345,-0.05
0.345,-0.055
0.345,-0.06
0.345,-0.065
0.35,-0.06
0.355,-0.05
0.355,-0.045
0.345,-0.05
0.33,-0.035
0.325,-0.045
0.33,-0.065
0.33,-0.065
0.335,-0.06
0.335,-0.055
0.335,-0.055
0.345,-0.055
0.355,-0.06
0.35,-0.065
0.355,-0.065
0.36,-0.065
0.35,-0.065
0.365,-0.065
0.37,-0.065
0.37,-0.06
0.36,-0.065
0.355,-0.075
0.355,-0.08
0.365,-0.06
0.355,-0.06
0.345,-0.055
0.355,-0.06
0.355,-0.085
0.38,-0.085
0.395,-0.075
0.37,-0.075
0.36,-0.085
0.35,-0.09
0.35,-0.08
0.36,-0.085
0.365,-0.09
0.365,-0.08
0.36,-0.08
0.355,-0.08
0.365,-0.07
0.375,-0.065
0.39,-0.065
0.405,-0.07
0.405,-0.08
0.4,-0.085
0.39,-0.085
0.39,-0.085
0.385,-0.095
0.375,-0.095
0.37,-0.09
0.37,-0.075
0.375,-0.07
0.375,-0.075
0.37,-0.085
0.365,-0.085
0.36,-0.075
0.36,-0.08
0.36,-0.085
0.35,-0.09
0.355,-0.08
0.37,-0.09
0.38,-0.1
0.385,-0.09
0.375,-0.085
0.365,-0.1
0.36,-0.12
0.36,-0.105
0.37,-0.1
0.38,-0.095
0.38,-0.095
0.37,-0.095
0.365,-0.09
0.355,-0.1
0.355,-0.1
0.36,-0.105
0.365,-0.115
0.365,-0.105
0.365,-0.11
0.37,-0.125
0.38,-0.11
0.385,-0.105
0.38,-0.1
0.38,-0.1
0.375,-0.095
0.37,-0.1
0.37,-0.11
0.37,-0.11
0.37,-0.11
0.38,-0.125
0.38,-0.125
0.365,-0.11
0.36,-0.095
0.37,-0.105
0.375,-0.11
0.38,-0.11
0.38,-0.12
0.38,-0.12
0.385,-0.12
0.38,-0.105
0.375,-0.105
0.37,-0.11
0.375,-0.11
0.375,-0.11
0.37,-0.115
0.365,-0.11
0.365,-0.11
0.365,-0.105
0.365,-0.105
0.375,-0.125
0.37,-0.125
0.365,-0.12
0.37,-0.12
0.37,-0.13
0.375,-0.13
0.385,-0.125
0.385,-0.125
0.385,-0.12
0.395,-0.12
0.395,-0.115
0.395,-0.135
0.39,-0.13
0.38,-0.12
0.38,-0.125
0.375,-0.13
0.365,-0.13
0.365,-0.115
0.375,-0.12
0.38,-0.135
0.38,-0.13
0.38,-0.14
0.375,-0.15
0.385,-0.15
0.385,-0.145
0.385,-0.14
0.38,-0.14
0.38,-0.15
0.38,-0.155
0.38,-0.15
0.38,-0.135
0.37,-0.135
0.37,-0.14
0.38,-0.115
0.37,-0.115
0.37,-0.12
0.395,-0.115
0.38,-0.13
0.37,-0.14
0.36,-0.13
0.36,-0.13
0.37,-0.135
0.38,-0.14
0.37,-0.15
0.365,-0.15
0.37,-0.14
0.37,-0.14
0.355,-0.145
0.35,-0.145
0.355,-0.145
0.375,-0.14
0.385,-0.135
0.385,-0.13
0.375,-0.14
0.38,-0.145
0.385,-0.14
0.37,-0.14
0.365,-0.135
0.36,-0.13
0.36,-0.135
0.36,-0.135
0.365,-0.14
0.37,-0.13
0.37,-0.135
0.37,-0.14
0.37,-0.135
0.37,-0.115
0.37,-0.12
0.365,-0.135
0.375,-0.13
0.37,-0.125
0.365,-0.13
0.365,-0.125
0.365,-0.125
0.365,-0.13
0.35,-0.12
0.375,-0.13
0.38,-0.135
0.38,-0.145
0.365,-0.16
0.365,-0.155
0.37,-0.145
0.37,-0.145
0.37,-0.13
0.375,-0.125
0.37,-0.135
0.38,-0.135
0.385,-0.14
0.375,-0.135
0.375,-0.14
0.38,-0.155
0.375,-0.16
0.37,-0.14
0.365,-0.135
0.365,-0.14
0.37,-0.15
0.37,-0.14
0.375,-0.14
0.37,-0.15
0.37,-0.145
0.37,-0.135
0.365,-0.13
0.365,-0.13
0.355,-0.13
0.35,-0.135
0.35,-0.145
0.355,-0.145
0.355,-0.135
0.365,-0.115
0.375,-0.115
0.375,-0.13
0.365,-0.155
0.36,-0.145
0.355,-0.14
0.355,-0.14
0.375,-0.14
0.38,-0.13
0.375,-0.12
0.375,-0.12
0.365,-0.115
0.37,-0.12
0.375,-0.115
0.375,-0.125
0.37,-0.135
0.365,-0.145
0.365,-0.135
0.36,-0.135
0.355,-0.135
0.365,-0.125
0.365,-0.13
0.36,-0.14
0.365,-0.15
0.365,-0.155
0.365,-0.155
0.375,-0.14
0.37,-0.14
0.37,-0.135
0.375,-0.13
0.385,-0.125
0.385,-0.115
0.375,-0.11
0.36,-0.11
0.365,-0.105
0.37,-0.11
0.375,-0.14
0.36,-0.14
0.345,-0.13
0.34,-0.11
0.365,-0.125
0.36,-0.13
0.34,-0.135
0.355,-0.14
0.36,-0.145
0.365,-0.145
0.365,-0.145
0.38,-0.135
0.38,-0.13
0.36,-0.13
0.355,-0.13
0.355,-0.13
0.365,-0.14
0.365,-0.13
0.36,-0.135
0.365,-0.145
0.365,-0.145
0.36,-0.13
0.37,-0.12
0.38,-0.125
0.37,-0.135
0.365,-0.14
0.36,-0.13
0.36,-0.145
0.36,-0.145
0.365,-0.14
0.37,-0.14
0.375,-0.13
0.375,-0.115
0.375,-0.125
0.365,-0.14
0.355,-0.145
0.365,-0.14
0.36,-0.125
0.35,-0.12
0.34,-0.12
0.34,-0.15
0.345,-0.14
0.34,-0.115
0.34,-0.125
0.345,-0.13
0.35,-0.13
0.35,-0.13
0.355,-0.12
0.37,-0.125
0.38,-0.12
0.365,-0.13
0.36,-0.135
0.37,-0.14
0.38,-0.135
0.375,-0.13
0.36,-0.13
0.355,-0.13
0.365,-0.14
0.375,-0.15
0.365,-0.15
0.365,-0.14
0.365,-0.13
0.37,-0.135
0.36,-0.135
0.36,-0.13
0.37,-0.125
0.365,-0.105
0.365,-0.12
0.37,-0.135
0.38,-0.125
0.375,-0.125
0.37,-0.13
0.375,-0.135
0.385,-0.135
0.39,-0.125
0.385,-0.11
0.38,-0.13
0.375,-0.135
0.37,-0.13
0.37,-0.13
0.37,-0.13
0.375,-0.135
0.375,-0.135
0.375,-0.125
0.385,-0.13
0.4,-0.125
0.385,-0.125
0.375,-0.125
0.37,-0.135
0.365,-0.13
0.36,-0.12
0.365,-0.12
0.365,-0.13
0.37,-0.135
0.375,-0.13
0.365,-0.135
0.37,-0.13
0.385,-0.13
0.4,-0.14
0.385,-0.135
0.385,-0.125
0.39,-0.125
0.38,-0.15
0.38,-0.15
0.39,-0.14
0.39,-0.125
0.385,-0.12
0.375,-0.13
0.365,-0.14
0.38,-0.13
0.375,-0.125
0.36,-0.135
0.36,-0.13
0.375,-0.13
0.385,-0.135
0.375,-0.125
0.365,-0.125
0.36,-0.13
0.36,-0.13
0.36,-0.135
0.365,-0.13
0.36,-0.12
0.37,-0.12
0.365,-0.125
0.355,-0.135
0.375,-0.13
0.365,-0.125
0.35,-0.12
0.37,-0.13
0.38,-0.135
0.385,-0.135
0.385,-0.135
0.39,-0.14
0.385,-0.145
0.37,-0.14
0.365,-0.12
0.355,-0.12
0.35,-0.13
0.37,-0.13
0.37,-0.13
0.365,-0.125
0.365,-0.135
0.365,-0.135
0.36,-0.13
0.35,-0.12
0.35,-0.125
0.355,-0.125
0.365,-0.115
0.365,-0.125
0.365,-0.135
0.36,-0.14
0.36,-0.14
0.365,-0.14
0.36,-0.145
0.36,-0.14
0.35,-0.145
0.355,-0.13
0.375,-0.12
0.375,-0.135
0.38,-0.14
0.37,-0.14
0.37,-0.135
0.365,-0.135
0.36,-0.15
0.36,-0.16
0.355,-0.16
0.355,-0.15
0.375,-0.155
0.375,-0.155
0.36,-0.15
0.345,-0.13
0.365,-0.14
0.37,-0.135
0.36,-0.125
0.36,-0.145
0.36,-0.145
0.355,-0.14
0.355,-0.14
0.35,-0.125
0.35,-0.125
0.345,-0.15
0.345,-0.15
0.34,-0.145
0.34,-0.13
0.365,-0.145
0.36,-0.14
0.35,-0.13
0.345,-0.13
0.34,-0.145
0.345,-0.155
0.345,-0.155
0.355,-0.15
0.36,-0.15
0.35,-0.14
0.35,-0.14
0.355,-0.14
0.35,-0.15
0.35,-0.15
0.35,-0.14
0.35,-0.135
0.355,-0.15
0.355,-0.155
0.35,-0.15
0.35,-0.145
0.34,-0.135
0.345,-0.13
0.36,-0.13
0.35,-0.145
0.345,-0.15
0.345,-0.15
0.345,-0.14
0.34,-0.14
0.335,-0.145
0.335,-0.13
0.33,-0.135
0.33,-0.14
0.34,-0.14
0.335,-0.155
0.33,-0.16
0.335,-0.15
0.335,-0.135
0.325,-0.14
0.32,-0.145
0.335,-0.13
0.34,-0.155
0.34,-0.17
0.34,-0.175
0.325,-0.14
0.32,-0.135
0.325,-0.145
0.325,-0.145
0.33,-0.15
0.325,-0.145
0.325,-0.145
0.32,-0.145
0.315,-0.145
0.325,-0.135
0.33,-0.145
0.325,-0.155
0.315,-0.145
0.3,-0.165
0.3,-0.17
0.315,-0.155
0.325,-0.155
0.33,-0.16
0.325,-0.175
0.325,-0.175
0.33,-0.165
0.335,-0.15
0.325,-0.15
0.32,-0.15
0.325,-0.155
0.33,-0.16
0.32,-0.16
0.315,-0.165
0.31,-0.18
0.31,-0.155
0.305,-0.165
0.31,-0.185
0.31,-0.18
0.31,-0.175
0.315,-0.17
0.31,-0.17
0.32,-0.17
0.315,-0.18
0.305,-0.175
0.32,-0.165
0.32,-0.16
0.31,-0.16
0.31,-0.16
0.3,-0.15
0.295,-0.145
0.305,-0.15
0.31,-0.17
0.3,-0.18
0.285,-0.17
0.3,-0.16
0.31,-0.165
0.3,-0.18
0.3,-0.17
0.3,-0.16
0.29,-0.155
0.3,-0.155
0.31,-0.16
0.315,-0.155
0.305,-0.155
0.3,-0.155
0.305,-0.16
0.295,-0.165
0.285,-0.18
0.28,-0.18
0.285,-0.17
0.3,-0.17
0.3,-0.16
0.29,-0.155
0.29,-0.145
0.295,-0.155
0.295,-0.165
0.3,-0.165
0.29,-0.175
0.295,-0.17
0.29,-0.145
0.29,-0.145
0.29,-0.145
0.28,-0.14
0.285,-0.16
0.29,-0.165
0.285,-0.17
0.275,-0.175
0.295,-0.165
0.3,-0.155
0.28,-0.155
0.28,-0.155
0.28,-0.16
0.285,-0.17
0.28,-0.175
0.275,-0.175
0.27,-0.16
0.27,-0.135
0.27,-0.135
0.27,-0.145
0.28,-0.155
0.285,-0.17
0.285,-0.175
0.275,-0.165
0.275,-0.155
0.27,-0.15
0.27,-0.14
0.28,-0.14
0.28,-0.14
0.27,-0.135
0.27,-0.145
0.27,-0.15
0.265,-0.155
0.265,-0.155
0.28,-0.15
0.28,-0.155
0.285,-0.165
0.285,-0.155
0.29,-0.15
0.285,-0.155
0.275,-0.15
0.26,-0.15
0.25,-0.15
0.25,-0.135
0.265,-0.135
0.28,-0.145
0.28,-0.165
0.27,-0.17
0.26,-0.17
0.25,-0.16
0.27,-0.14
0.275,-0.14
0.27,-0.155
0.27,-0.155
0.27,-0.16
0.27,-0.155
0.27,-0.15
0.27,-0.14
0.27,-0.14
0.275,-0.15
0.275,-0.145
0.28,-0.14
0.27,-0.13
0.27,-0.145
0.27,-0.15
0.26,-0.155
0.26,-0.14
0.255,-0.14
0.255,-0.145
0.25,-0.145
0.265,-0.14
0.255,-0.145
0.245,-0.145
0.245,-0.145
0.25,-0.15
0.25,-0.15
0.25,-0.15
0.25,-0.14
0.255,-0.135
0.245,-0.135
0.255,-0.14
0.255,-0.145
0.23,-0.14
0.23,-0.135
0.235,-0.13
0.245,-0.13
0.24,-0.135
0.24,-0.15
0.245,-0.16
0.23,-0.145
0.225,-0.135
0.23,-0.13
0.23,-0.13
0.24,-0.13
0.245,-0.135
0.245,-0.145
0.235,-0.145
0.23,-0.14
0.22,-0.135
0.225,-0.135
0.23,-0.13
0.235,-0.135
0.24,-0.135
0.245,-0.13
0.24,-0.125
0.24,-0.125
0.245,-0.125
0.235,-0.12
0.22,-0.105
0.23,-0.115
0.23,-0.115
0.22,-0.1
0.235,-0.115
0.235,-0.125
0.225,-0.135
0.225,-0.125
0.235,-0.12
0.24,-0.115
0.24,-0.115
0.245,-0.115
0.25,-0.11
0.25,-0.11
0.235,-0.13
0.23,-0.125
0.235,-0.11
0.235,-0.1
0.24,-0.1
0.24,-0.11
0.235,-0.11
0.23,-0.12
0.23,-0.13
0.25,-0.12
0.235,-0.115
0.23,-0.11
0.245,-0.12
0.225,-0.095
0.225,-0.095
0.23,-0.105
0.23,-0.12
0.215,-0.105
0.205,-0.095
0.205,-0.09
0.22,-0.125
0.225,-0.125
0.225,-0.11
0.22,-0.095
0.215,-0.095
0.21,-0.11
0.22,-0.09
0.225,-0.095
0.225,-0.105
0.225,-0.1
0.22,-0.085
0.21,-0.08
0.2,-0.1
0.2,-0.105
0.205,-0.105
0.2,-0.095
0.19,-0.105
0.185,-0.11
0.18,-0.105
0.19,-0.095
0.195,-0.09
0.19,-0.095
0.19,-0.105
0.195,-0.1
0.21,-0.095
0.225,-0.105
0.23,-0.105
0.235,-0.105
0.225,-0.1
0.2,-0.105
0.19,-0.11
0.19,-0.105
0.175,-0.09
0.17,-0.085
0.175,-0.09
0.175,-0.09
0.175,-0.105
0.165,-0.105
0.155,-0.095
0.155,-0.095
0.155,-0.09
0.16,-0.08
0.16,-0.085
0.165,-0.095
0.165,-0.105
0.155,-0.105
0.15,-0.11
0.145,-0.105
0.145,-0.1
0.165,-0.115
0.165,-0.125
0.15,-0.115
0.15,-0.11
0.145,-0.095
0.14,-0.09
0.15,-0.11
0.155,-0.11
0.15,-0.1
0.15,-0.085
0.155,-0.09
0.15,-0.095
0.145,-0.1
0.15,-0.1
0.145,-0.095
0.13,-0.09
0.13,-0.09
0.13,-0.085
0.14,-0.075
0.145,-0.075
0.145,-0.095
0.135,-0.11
0.135,-0.11
0.14,-0.11
0.14,-0.105
0.13,-0.1
0.13,-0.105
0.135,-0.1
0.125,-0.085
0.145,-0.085
0.145,-0.085
0.135,-0.08
0.135,-0.08
0.14,-0.085
0.14,-0.085
0.125,-0.09
0.125,-0.1
0.125,-0.105
0.13,-0.105
0.125,-0.105
0.115,-0.095
0.11,-0.09
0.105,-0.09
0.11,-0.09
0.12,-0.09
0.12,-0.09
0.12,-0.09
0.105,-0.09
0.08,-0.09
0.095,-0.075
0.1,-0.08
0.1,-0.095
0.1,-0.095
0.09,-0.085
0.085,-0.08
0.085,-0.07
0.095,-0.075
0.105,-0.085
0.105,-0.085
0.1,-0.085
0.095,-0.085
0.095,-0.08
0.08,-0.08
0.075,-0.075
0.085,-0.07
0.085,-0.08
0.075,-0.085
0.07,-0.075
0.07,-0.055
0.07,-0.055
0.08,-0.065
0.07,-0.085
0.07,-0.085
0.07,-0.085
0.07,-0.08
0.07,-0.08
0.075,-0.08
0.07,-0.07
0.07,-0.085
0.065,-0.085
0.07,-0.075
0.07,-0.075
0.055,-0.075
0.05,-0.07
0.045,-0.07
0.045,-0.085
0.04,-0.085
0.03,-0.075
0.035,-0.075
0.03,-0.07
0.015,-0.06
0.015,-0.06
0.01,-0.06
0.015,-0.065
0.015,-0.065
0.025,-0.08
0.03,-0.08
0.03,-0.075
0.03,-0.075
0.025,-0.075
0.02,-0.085
0.02,-0.085
0.015,-0.085
0.02,-0.085
0.03,-0.085
0.025,-0.085
0.015,-0.09
0.02,-0.085
0.02,-0.085
0.02,-0.09
0.015,-0.085
0.03,-0.085
0.025,-0.085
0.015,-0.09
0.015,-0.09
0.015,-0.09
0.01,-0.085
0.015,-0.085
0.01,-0.08
0.005,-0.08
0.0,-0.09
-0.01,-0.09
-0.015,-0.09
-0.02,-0.1
-0.025,-0.1
-0.005,-0.095
0.02,-0.085
0.015,-0.085
0.0,-0.09
-0.01,-0.1
-0.01,-0.1
-0.015,-0.1
-0.02,-0.105
-0.01,-0.085
-0.005,-0.1
0.0,-0.1
-0.005,-0.085
-0.01,-0.09
-0.015,-0.095
-0.025,-0.1
-0.015,-0.1
-0.01,-0.1
-0.01,-0.09
0.01,-0.085
0.0,-0.09
-0.01,-0.095
-0.015,-0.1
-0.02,-0.1
-0.03,-0.11
-0.035,-0.115
-0.035,-0.09
-0.035,-0.085
-0.03,-0.085
-0.03,-0.09
-0.02,-0.1
-0.02,-0.1
-0.03,-0.09
-0.015,-0.09
-0.02,-0.085
-0.035,-0.09
-0.03,-0.11
-0.03,-0.1
-0.035,-0.085
-0.02,-0.085
-0.02,-0.085
-0.03,-0.09
-0.03,-0.09
-0.035,-0.1
-0.04,-0.105
-0.03,-0.08
-0.045,-0.08
-0.05,-0.085
-0.04,-0.095
-0.04,-0.095
-0.05,-0.095
-0.055,-0.09
-0.05,-0.09
-0.04,-0.085
-0.04,-0.09
-0.05,-0.095
-0.04,-0.085
-0.04,-0.08
-0.055,-0.08
-0.055,-0.08
-0.06,-0.09
-0.055,-0.095
-0.055,-0.085
-0.055,-0.085
-0.06,-0.095
-0.055,-0.095
-0.05,-0.09
-0.055,-0.085
-0.075,-0.09
-0.08,-0.075
-0.085,-0.07
-0.075,-0.08
-0.075,-0.075
-0.07,-0.07
-0.075,-0.075
-0.075,-0.075
-0.07,-0.065
-0.075,-0.055
-0.075,-0.055
-0.085,-0.06
-0.09,-0.07
-0.095,-0.07
-0.095,-0.07
-0.09,-0.07
-0.095,-0.06
-0.085,-0.06
-0.08,-0.065
-0.08,-0.075
-0.075,-0.06
-0.075,-0.055
-0.08,-0.055
-0.06,-0.045
-0.08,-0.06
-0.08,-0.065
-0.065,-0.055
-0.08,-0.06
-0.08,-0.06
-0.07,-0.05
-0.07,-0.05
-0.07,-0.06
-0.065,-0.065
-0.075,-0.065
-0.08,-0.05
-0.075,-0.045
-0.06,-0.055
-0.075,-0.055
-0.08,-0.05
-0.08,-0.06
-0.08,-0.05
-0.085,-0.045
-0.09,-0.045
-0.08,-0.06
-0.085,-0.07
-0.095,-0.075
-0.1,-0.075
-0.1,-0.065
-0.105,-0.06
-0.105,-0.065
-0.1,-0.08
-0.095,-0.07
-0.09,-0.045
-0.09,-0.05
-0.095,-0.055
-0.1,-0.06
-0.11,-0.06
-0.11,-0.06
-0.1,-0.065
-0.08,-0.055
-0.09,-0.055
-0.1,-0.055
-0.11,-0.06
-0.105,-0.06
-0.095,-0.055
-0.09,-0.045
-0.09,-0.045
-0.085,-0.035
-0.085,-0.035
-0.095,-0.05
-0.1,-0.055
-0.1,-0.055
-0.095,-0.055
-0.1,-0.04
-0.105,-0.035
-0.095,-0.045
-0.085,-0.06
-0.085,-0.055
-0.095,-0.045
-0.095,-0.04
-0.095,-0.045
-0.085,-0.055
-0.085,-0.055
-0.09,-0.055
-0.085,-0.06
-0.095,-0.04
-0.09,-0.04
-0.095,-0.035
-0.11,-0.02
-0.105,-0.025
-0.095,-0.03
-0.09,-0.025
-0.1,-0.025
-0.1,-0.03
-0.09,-0.025
-0.075,-0.025
-0.085,-0.025
-0.095,-0.03
-0.09,-0.045
-0.085,-0.045
-0.08,-0.05
-0.085,-0.055
-0.095,-0.025
-0.085,-0.03
-0.075,-0.045
-0.085,-0.04
-0.09,-0.04
-0.095,-0.045
-0.105,-0.035
-0.105,-0.035
-0.1,-0.03
-0.09,-0.015
-0.095,-0.025
-0.085,-0.025
-0.07,-0.02
-0.075,-0.02
-0.075,-0.025
-0.065,-0.025
-0.065,-0.025
-0.065,-0.02
-0.07,-0.025
-0.08,-0.02
-0.08,-0.025
-0.085,-0.025
-0.095,-0.015
-0.095,-0.015
-0.1,-0.02
-0.105,-0.03
-0.1,-0.03
-0.1,-0.025
-0.105,-0.02
-0.105,-0.01
-0.095,-0.01
-0.095,-0.02
-0.11,-0.03
-0.1,-0.03
-0.1,-0.02
-0.11,-0.01
-0.1,-0.01
-0.095,-0.005
-0.1,0.0
-0.1,-0.01
-0.1,-0.005
-0.095,0.005
-0.095,0.015
-0.09,0.0
-0.095,-0.01
-0.115,0.0
-0.09,0.0
-0.095,-0.005
-0.105,-0.015
-0.105,-0.01
-0.095,-0.015
-0.09,-0.02
-0.09,-0.025
-0.095,0.005
-0.1,0.01
-0.11,0.015
-0.11,0.0
-0.105,-0.005
-0.105,0.005
-0.105,-0.01
-0.11,-0.015
-0.115,-0.01
-0.12,-0.01
-0.115,-0.005
-0.1,0.0
-0.09,-0.01
-0.095,-0.005
-0.1,0.0
-0.105,0.0
-0.105,-0.01
-0.11,-0.01
-0.11,-0.005
-0.09,-0.005
-0.08,-0.01
-0.08,-0.025
-0.105,-0.025
-0.1,-0.025
-0.095,-0.015
-0.105,-0.005
-0.105,-0.015
-0.095,-0.02
-0.08,-0.01
-0.085,-0.01
-0.095,-0.005
-0.1,0.01
-0.1,0.01
-0.105,-0.005
-0.11,-0.01
-0.11,-0.02
-0.1,0.005
-0.095,-0.005
-0.105,0.005
-0.105,-0.01
-0.1,-0.02
-0.11,-0.01
-0.11,-0.01
-0.11,-0.015
-0.105,-0.02
-0.105,-0.005
-0.1,-0.005
-0.095,-0.01
-0.095,-0.005
-0.105,-0.005
-0.11,-0.005
-0.11,-0.005
-0.11,-0.025
-0.115,-0.03
-0.125,-0.03
-0.125,-0.015
-0.12,-0.01
-0.11,-0.015
-0.11,-0.015
-0.115,-0.015
-0.12,-0.01
-0.125,-0.005
-0.125,-0.005
-0.125,-0.01
-0.125,-0.005
-0.125,-0.01
-0.13,-0.02
-0.135,-0.025
-0.135,-0.025
-0.135,-0.02
-0.14,-0.01
-0.14,-0.01
-0.145,-0.01
-0.145,-0.02
-0.125,-0.015
-0.135,-0.005
-0.135,0.0
-0.125,-0.01
-0.14,-0.01
-0.145,-0.02
-0.145,-0.025
-0.155,-0.02
-0.16,-0.015
-0.155,-0.015
-0.15,-0.005
-0.15,-0.01
-0.155,-0.015
-0.16,-0.005
-0.16,0.015
-0.155,0.015
-0.155,0.005
-0.16,-0.015
-0.165,-0.015
-0.165,-0.005
-0.16,-0.005
