"EM noise, signal 0","EM noise, signal 1"
9.67,-2.03
9.65,-2.04
9.655,-2.04
9.665,-2.025
9.655,-2.02
9.65,-2.02
9.65,-2.035
9.65,-2.03
9.645,-2.025
9.65,-2.03
9.665,-2.04
9.675,-2.05
9.68,-2.055
9.67,-2.035
9.67,-2.035
9.665,-2.035
9.655,-2.04
9.68,-2.04
9.685,-2.035
9.68,-2.03
9.68,-2.03
9.665,-2.035
9.65,-2.045
9.65,-2.045
9.66,-2.04
9.665,-2.04
9.675,-2.025
9.68,-2.045
9.68,-2.05
9.67,-2.04
9.675,-2.035
9.675,-2.03
9.67,-2.035
9.685,-2.035
9.685,-2.035
9.68,-2.04
9.68,-2.04
9.665,-2.055
9.66,-2.05
9.665,-2.05
9.655,-2.05
9.65,-2.045
9.65,-2.045
9.655,-2.045
9.67,-2.05
9.68,-2.055
9.68,-2.06
9.67,-2.065
9.67,-2.065
9.685,-2.055
9.69,-2.055
9.685,-2.06
9.67,-2.055
9.665,-2.055
9.665,-2.06
9.675,-2.055
9.66,-2.045
9.67,-2.05
9.685,-2.06
9.68,-2.055
9.685,-2.06
9.685,-2.07
9.675,-2.085
9.675,-2.065
9.675,-2.055
9.67,-2.06
9.67,-2.06
9.675,-2.065
9.675,-2.07
9.65,-2.075
9.655,-2.07
9.665,-2.065
9.665,-2.06
9.665,-2.07
9.67,-2.065
9.69,-2.06
9.69,-2.06
9.685,-2.06
9.68,-2.07
9.68,-2.075
9.68,-2.08
9.68,-2.08
9.7,-2.08
9.705,-2.08
9.71,-2.075
9.72,-2.085
9.685,-2.085
9.665,-2.075
9.66,-2.065
9.67,-2.065
9.685,-2.065
9.695,-2.065
9.69,-2.075
9.675,-2.075
9.665,-2.065
9.67,-2.065
9.655,-2.075
9.645,-2.08
9.65,-2.065
9.67,-2.08
9.68,-2.085
9.685,-2.075
9.69,-2.09
9.695,-2.085
9.69,-2.08
9.69,-2.095
9.69,-2.08
9.68,-2.065
9.685,-2.065
9.67,-2.08
9.675,-2.085
9.685,-2.075
9.685,-2.07
9.69,-2.065
9.685,-2.075
9.685,-2.08
9.675,-2.09
9.665,-2.09
9.66,-2.08
9.66,-2.075
9.665,-2.075
9.655,-2.065
9.66,-2.065
9.665,-2.065
9.675,-2.07
9.675,-2.08
9.68,-2.085
9.685,-2.085
9.685,-2.095
9.68,-2.1
9.67,-2.1
9.67,-2.095
9.65,-2.085
9.645,-2.075
9.655,-2.06
9.66,-2.06
9.665,-2.065
9.66,-2.075
9.66,-2.075
9.65,-2.08
9.64,-2.085
9.66,-2.085
9.67,-2.09
9.675,-2.1
9.675,-2.1
9.65,-2.08
9.645,-2.075
9.65,-2.085
9.67,-2.07
9.68,-2.075
9.67,-2.09
9.67,-2.09
9.675,-2.09
9.68,-2.08
9.68,-2.085
9.655,-2.095
9.645,-2.1
9.665,-2.095
9.665,-2.09
9.67,-2.085
9.675,-2.09
9.67,-2.08
9.66,-2.08
9.655,-2.09
9.66,-2.09
9.665,-2.09
9.675,-2.09
9.705,-2.09
9.7,-2.09
9.7,-2.095
9.715,-2.09
9.7,-2.09
9.68,-2.085
9.665,-2.075
9.685,-2.085
9.685,-2.08
9.68,-2.07
9.68,-2.1
9.675,-2.105
9.665,-2.11
9.665,-2.11
9.685,-2.095
9.69,-2.085
9.7,-2.075
9.69,-2.08
9.68,-2.085
9.665,-2.09
9.665,-2.09
9.665,-2.085
9.675,-2.08
9.68,-2.09
9.7,-2.085
9.71,-2.075
9.7,-2.08
9.69,-2.085
9.68,-2.085
9.68,-2.07
9.68,-2.09
9.68,-2.1
9.68,-2.1
9.695,-2.095
9.69,-2.1
9.675,-2.105
9.675,-2.09
9.69,-2.08
9.69,-2.075
9.675,-2.085
9.685,-2.08
9.69,-2.075
9.69,-2.085
9.675,-2.085
9.67,-2.095
9.67,-2.105
9.67,-2.09
9.675,-2.08
9.68,-2.07
9.68,-2.07
9.695,-2.085
9.695,-2.09
9.685,-2.08
9.685,-2.085
9.68,-2.09
9.685,-2.095
9.705,-2.11
9.705,-2.085
9.69,-2.06
9.67,-2.085
9.68,-2.08
9.695,-2.075
9.69,-2.085
9.7,-2.085
9.705,-2.08
9.705,-2.09
9.71,-2.075
9.715,-2.08
9.715,-2.09
9.695,-2.09
9.69,-2.085
9.685,-2.075
9.685,-2.085
9.69,-2.08
9.7,-2.075
9.695,-2.085
9.695,-2.075
9.69,-2.07
9.685,-2.075
9.71,-2.075
9.71,-2.075
9.705,-2.08
9.7,-2.075
9.7,-2.085
9.71,-2.09
9.71,-2.095
9.715,-2.07
9.715,-2.07
9.69,-2.08
9.685,-2.075
9.685,-2.07
9.695,-2.07
9.695,-2.065
9.695,-2.06
9.69,-2.06
9.69,-2.06
9.695,-2.075
9.695,-2.085
9.7,-2.075
9.69,-2.08
9.69,-2.085
9.7,-2.08
9.7,-2.085
9.69,-2.08
9.685,-2.07
9.7,-2.085
9.7,-2.08
9.695,-2.075
9.695,-2.085
9.7,-2.07
9.705,-2.07
9.7,-2.095
9.71,-2.08
9.715,-2.075
9.725,-2.065
9.725,-2.075
9.715,-2.075
9.7,-2.065
9.7,-2.06
9.715,-2.075
9.73,-2.095
9.73,-2.095
9.705,-2.08
9.705,-2.08
9.73,-2.08
9.715,-2.08
9.71,-2.07
9.715,-2.045
9.695,-2.05
9.7,-2.05
9.715,-2.05
9.715,-2.07
9.73,-2.075
9.735,-2.075
9.725,-2.075
9.71,-2.075
9.7,-2.07
9.695,-2.055
9.7,-2.065
9.705,-2.07
9.705,-2.065
9.705,-2.045
9.705,-2.05
9.705,-2.06
9.695,-2.055
9.7,-2.05
9.71,-2.045
9.72,-2.04
9.72,-2.04
9.715,-2.045
9.705,-2.05
9.715,-2.055
9.72,-2.065
9.72,-2.075
9.725,-2.065
9.715,-2.055
9.715,-2.05
9.705,-2.045
9.745,-2.06
9.735,-2.05
9.71,-2.045
9.71,-2.04
9.72,-2.04
9.74,-2.05
9.74,-2.05
9.735,-2.055
9.725,-2.055
9.725,-2.05
9.71,-2.045
9.705,-2.045
9.725,-2.055
9.75,-2.045
9.75,-2.045
9.72,-2.06
9.725,-2.045
9.73,-2.04
9.735,-2.04
9.735,-2.045
9.725,-2.04
9.715,-2.03
9.71,-2.04
9.705,-2.035
9.71,-2.03
9.715,-2.02
9.735,-2.02
9.74,-2.025
9.725,-2.035
9.75,-2.05
9.745,-2.045
9.725,-2.03
9.725,-2.03
9.73,-2.04
9.725,-2.05
9.725,-2.05
9.725,-2.05
9.715,-2.05
9.695,-2.065
9.71,-2.05
9.72,-2.03
9.72,-2.015
9.72,-2.015
9.72,-2.025
9.725,-2.035
9.725,-2.035
9.72,-2.035
9.725,-2.025
9.745,-2.035
9.74,-2.035
9.735,-2.04
9.725,-2.05
9.73,-2.05
9.72,-2.035
9.705,-2.025
9.705,-2.035
9.73,-2.04
9.745,-2.045
9.735,-2.045
9.71,-2.04
9.71,-2.035
9.735,-2.03
9.735,-2.045
9.74,-2.05
9.74,-2.045
9.725,-2.045
9.72,-2.045
9.715,-2.04
9.705,-2.04
9.715,-2.035
9.725,-2.025
9.725,-2.025
9.72,-2.03
9.71,-2.035
9.715,-2.025
9.735,-2.01
9.735,-2.015
9.715,-2.03
9.71,-2.03
9.715,-2.03
9.725,-2.035
9.725,-2.045
9.715,-2.05
9.71,-2.045
9.72,-2.035
9.71,-2.025
9.7,-2.02
9.705,-2.02
9.715,-2.04
9.72,-2.04
9.715,-2.035
9.72,-2.04
9.725,-2.03
9.72,-2.02
9.71,-2.03
9.705,-2.035
9.705,-2.045
9.7,-2.065
9.71,-2.05
9.7,-2.035
9.675,-2.015
9.695,-2.015
9.705,-2.015
9.715,-2.015
9.725,-2.03
9.745,-2.035
9.755,-2.03
9.755,-2.03
9.72,-2.025
9.7,-2.03
9.69,-2.025
9.71,-2.035
9.72,-2.04
9.725,-2.035
9.705,-2.025
9.705,-2.02
9.71,-2.015
9.72,-2.015
9.73,-2.03
9.735,-2.04
9.72,-2.025
9.72,-2.035
9.715,-2.04
9.715,-2.025
9.715,-2.03
9.7,-2.03
9.685,-2.025
9.685,-2.025
9.685,-2.02
9.685,-2.02
9.7,-2.02
9.715,-2.025
9.715,-2.02
9.7,-2.015
9.695,-2.03
9.705,-2.03
9.73,-2.01
9.725,-2.03
9.71,-2.03
9.695,-2.025
9.685,-2.025
9.685,-2.025
9.7,-2.02
9.69,-2.02
9.72,-2.02
9.7,-2.02
9.67,-2.035
9.67,-2.03
9.675,-2.025
9.695,-2.025
9.735,-2.04
9.74,-2.03
9.725,-2.02
9.695,-2.035
9.685,-2.03
9.68,-2.02
9.685,-2.02
9.675,-2.02
9.655,-2.015
9.635,-2.0
9.64,-2.02
9.655,-2.025
9.665,-2.02
9.685,-2.03
9.685,-2.035
9.67,-2.04
9.655,-2.03
9.65,-2.025
9.66,-2.03
9.68,-2.03
9.66,-2.03
9.66,-2.035
9.675,-2.04
9.665,-2.025
9.66,-2.025
9.665,-2.03
9.665,-2.03
9.63,-2.03
9.605,-2.025
9.6,-2.03
9.66,-2.025
9.67,-2.04
9.645,-2.05
9.63,-2.015
9.62,-2.005
9.615,-2.015
9.615,-2.015
9.625,-2.005
9.635,-2.0
9.64,-2.01
9.61,-2.005
9.595,-1.995
9.605,-1.995
9.63,-2.015
9.635,-2.025
9.615,-2.025
9.62,-2.025
9.625,-2.02
9.615,-2.02
9.59,-2.015
9.555,-2.01
9.545,-2.01
9.585,-2.01
9.59,-2.005
9.575,-2.01
9.55,-2.005
9.565,-1.995
9.575,-1.995
9.565,-2.005
9.54,-2.005
9.54,-1.99
9.57,-1.975
9.63,-1.99
9.61,-2.005
9.575,-2.01
9.585,-2.015
9.56,-1.98
9.565,-1.975
9.555,-1.995
9.52,-1.98
9.51,-1.98
9.525,-2.0
9.505,-2.0
9.515,-2.0
9.52,-2.005
9.485,-2.005
9.48,-1.98
9.505,-1.965
9.565,-1.955
9.53,-1.99
9.505,-2.005
9.485,-2.0
9.485,-1.985
9.48,-1.975
9.47,-1.965
9.435,-1.985
9.43,-1.985
9.45,-1.98
9.49,-1.98
9.485,-1.975
9.47,-1.975
9.455,-1.955
9.44,-1.95
9.43,-1.955
9.43,-1.975
9.43,-1.97
9.435,-1.97
9.445,-1.975
9.415,-1.985
9.4,-1.97
9.4,-1.955
9.39,-1.955
9.41,-1.965
9.395,-1.96
9.385,-1.94
9.385,-1.955
9.365,-1.965
9.345,-1.96
9.37,-1.955
9.375,-1.955
9.37,-1.96
9.35,-1.95
9.335,-1.945
9.32,-1.94
9.31,-1.935
9.31,-1.935
9.31,-1.93
9.3,-1.94
9.3,-1.935
9.3,-1.945
9.31,-1.955
9.31,-1.935
9.295,-1.925
9.28,-1.92
9.275,-1.92
9.28,-1.92
9.285,-1.925
9.27,-1.94
9.27,-1.925
9.28,-1.92
9.3,-1.935
9.28,-1.92
9.27,-1.915
9.265,-1.92
9.255,-1.92
9.23,-1.94
9.2,-1.935
9.21,-1.95
9.18,-1.885
9.185,-1.875
9.195,-1.855
9.2,-1.89
9.23,-1.9
9.25,-1.905
9.2,-1.905
9.185,-1.9
9.175,-1.9
9.16,-1.89
9.145,-1.87
9.14,-1.865
9.155,-1.885
9.15,-1.885
9.155,-1.885
9.175,-1.875
9.17,-1.88
9.125,-1.885
9.085,-1.88
9.085,-1.87
9.125,-1.86
9.155,-1.86
9.14,-1.875
9.115,-1.87
9.1,-1.86
9.09,-1.86
9.09,-1.85
9.095,-1.845
9.11,-1.85
9.09,-1.845
9.085,-1.84
9.075,-1.84
9.045,-1.845
9.04,-1.85
9.05,-1.845
9.045,-1.845
9.05,-1.845
9.035,-1.845
9.025,-1.825
9.005,-1.825
9.01,-1.83
9.03,-1.82
9.025,-1.82
9.005,-1.82
8.99,-1.815
8.985,-1.81
8.98,-1.805
8.98,-1.81
8.99,-1.82
8.995,-1.815
9.005,-1.805
9.02,-1.795
9.0,-1.795
8.975,-1.79
8.955,-1.775
8.965,-1.78
8.965,-1.785
8.95,-1.785
8.925,-1.775
8.945,-1.765
8.955,-1.77
8.945,-1.79
8.945,-1.785
8.94,-1.78
8.945,-1.785
8.945,-1.785
8.92,-1.78
8.9,-1.775
8.9,-1.75
8.925,-1.75
8.935,-1.76
8.945,-1.76
8.905,-1.75
8.89,-1.74
8.865,-1.725
8.865,-1.725
8.885,-1.73
8.905,-1.72
8.885,-1.725
8.88,-1.73
8.875,-1.735
8.87,-1.735
8.86,-1.725
8.855,-1.71
8.85,-1.71
8.845,-1.71
8.84,-1.705
8.835,-1.71
8.845,-1.71
8.83,-1.705
8.805,-1.69
8.79,-1.695
8.79,-1.7
8.8,-1.705
8.8,-1.7
8.835,-1.685
8.845,-1.685
8.825,-1.705
8.795,-1.69
8.785,-1.68
8.78,-1.675
8.805,-1.685
8.805,-1.69
8.785,-1.69
8.755,-1.69
8.78,-1.685
8.805,-1.68
8.805,-1.68
8.81,-1.685
8.805,-1.68
8.78,-1.69
8.765,-1.67
8.755,-1.66
8.745,-1.67
8.745,-1.67
8.745,-1.665
8.73,-1.66
8.695,-1.65
8.705,-1.645
8.72,-1.64
8.74,-1.65
8.725,-1.65
8.71,-1.645
8.695,-1.635
8.695,-1.645
8.7,-1.65
8.695,-1.65
8.695,-1.63
8.69,-1.63
8.685,-1.64
8.71,-1.64
8.695,-1.645
8.68,-1.65
8.68,-1.64
8.71,-1.635
8.715,-1.63
8.7,-1.62
8.675,-1.62
8.655,-1.62
8.64,-1.62
8.645,-1.62
8.65,-1.615
8.665,-1.61
8.655,-1.61
8.69,-1.615
8.68,-1.625
8.66,-1.625
8.645,-1.615
8.64,-1.6
8.655,-1.585
8.68,-1.61
8.675,-1.62
8.66,-1.615
8.65,-1.605
8.645,-1.6
8.64,-1.6
8.64,-1.59
8.65,-1.58
8.655,-1.575
8.645,-1.575
8.625,-1.575
8.63,-1.57
8.64,-1.56
8.64,-1.56
8.615,-1.56
8.6,-1.555
8.615,-1.555
8.62,-1.55
8.615,-1.555
8.62,-1.56
8.62,-1.555
8.625,-1.55
8.635,-1.555
8.61,-1.565
8.6,-1.56
8.6,-1.55
8.6,-1.55
8.605,-1.545
8.615,-1.545
8.615,-1.54
8.595,-1.56
8.59,-1.55
8.6,-1.54
8.6,-1.55
8.605,-1.55
8.615,-1.535
8.605,-1.535
8.585,-1.54
8.57,-1.54
8.56,-1.535
8.57,-1.535
8.59,-1.54
8.6,-1.54
8.59,-1.545
8.575,-1.55
8.56,-1.545
8.56,-1.545
8.56,-1.54
8.57,-1.535
8.575,-1.52
8.575,-1.515
8.57,-1.515
8.59,-1.53
8.595,-1.535
8.585,-1.53
8.575,-1.505
8.57,-1.525
8.565,-1.525
8.57,-1.505
8.56,-1.52
8.555,-1.51
8.55,-1.5
8.55,-1.52
8.56,-1.515
8.57,-1.505
8.57,-1.505
8.56,-1.525
8.545,-1.53
8.545,-1.505
8.58,-1.505
8.59,-1.51
8.58,-1.525
8.58,-1.515
8.57,-1.495
8.565,-1.485
8.565,-1.495
8.575,-1.5
8.575,-1.505
8.555,-1.505
8.545,-1.495
8.54,-1.49
8.555,-1.5
8.58,-1.5
8.585,-1.51
8.575,-1.52
8.565,-1.5
8.55,-1.495
8.545,-1.49
8.58,-1.49
8.565,-1.51
8.55,-1.52
8.555,-1.51
8.575,-1.49
8.575,-1.495
8.555,-1.515
8.55,-1.515
8.535,-1.495
8.535,-1.48
8.565,-1.49
8.58,-1.5
8.575,-1.51
8.59,-1.51
8.515,-1.495
8.515,-1.485
8.54,-1.48
8.585,-1.48
8.57,-1.485
8.53,-1.5
8.54,-1.5
8.53,-1.49
8.515,-1.485
8.52,-1.485
8.555,-1.49
8.56,-1.495
8.525,-1.505
8.535,-1.48
8.55,-1.475
8.56,-1.485
8.53,-1.5
8.55,-1.485
8.585,-1.465
8.565,-1.48
8.54,-1.48
8.52,-1.465
8.515,-1.45
8.535,-1.455
8.575,-1.47
8.63,-1.5
8.6,-1.505
8.575,-1.505
8.56,-1.49
8.56,-1.47
8.56,-1.475
8.555,-1.485
8.555,-1.475
8.56,-1.47
8.565,-1.475
8.565,-1.475
8.57,-1.45
8.57,-1.45
8.56,-1.48
8.515,-1.48
8.52,-1.465
8.55,-1.44
8.59,-1.445
8.595,-1.465
8.575,-1.48
8.535,-1.465
8.575,-1.45
8.615,-1.45
8.645,-1.475
8.595,-1.475
8.55,-1.47
8.515,-1.46
8.575,-1.46
8.615,-1.46
8.635,-1.46
8.615,-1.475
8.6,-1.48
8.585,-1.475
8.585,-1.465
8.61,-1.45
8.62,-1.44
8.6,-1.45
8.58,-1.45
8.59,-1.455
8.62,-1.445
8.635,-1.47
8.64,-1.46
8.64,-1.44
8.615,-1.455
8.615,-1.455
8.62,-1.45
8.62,-1.445
8.635,-1.46
8.635,-1.455
8.65,-1.45
8.65,-1.45
8.65,-1.45
8.65,-1.46
8.65,-1.445
8.65,-1.45
8.645,-1.46
8.645,-1.45
8.62,-1.45
8.62,-1.455
8.66,-1.445
8.685,-1.45
8.69,-1.455
8.68,-1.46
8.695,-1.44
8.69,-1.45
8.67,-1.47
8.645,-1.455
8.675,-1.445
8.7,-1.44
8.71,-1.45
8.665,-1.45
8.65,-1.445
8.68,-1.435
8.69,-1.455
8.685,-1.465
8.67,-1.46
8.675,-1.44
8.695,-1.445
8.715,-1.46
8.725,-1.465
8.695,-1.47
8.675,-1.465
8.67,-1.47
8.715,-1.455
8.73,-1.465
8.74,-1.475
8.755,-1.475
8.76,-1.475
8.76,-1.485
8.745,-1.485
8.74,-1.475
8.735,-1.465
8.72,-1.45
8.745,-1.45
8.76,-1.46
8.75,-1.475
8.75,-1.475
8.745,-1.47
8.74,-1.465
8.76,-1.46
8.775,-1.46
8.785,-1.465
8.78,-1.465
8.775,-1.46
8.78,-1.45
8.775,-1.455
8.77,-1.47
8.775,-1.475
8.775,-1.485
8.805,-1.47
8.815,-1.465
8.805,-1.475
8.83,-1.475
8.84,-1.48
8.85,-1.475
8.84,-1.49
8.835,-1.49
8.835,-1.48
8.835,-1.485
8.83,-1.465
8.83,-1.465
8.85,-1.47
8.87,-1.47
8.88,-1.47
8.87,-1.475
8.86,-1.48
8.865,-1.485
8.87,-1.48
8.855,-1.48
8.855,-1.475
8.875,-1.47
8.905,-1.47
8.895,-1.48
8.89,-1.485
8.89,-1.475
8.87,-1.475
8.87,-1.475
8.885,-1.485
8.915,-1.485
8.895,-1.48
8.875,-1.465
8.875,-1.465
8.9,-1.475
8.905,-1.48
8.875,-1.47
8.88,-1.465
8.895,-1.465
8.915,-1.48
8.925,-1.48
8.92,-1.47
8.91,-1.46
8.895,-1.445
8.91,-1.44
8.93,-1.455
8.93,-1.445
8.93,-1.46
8.925,-1.44
8.92,-1.43
8.93,-1.445
8.945,-1.46
8.965,-1.47
8.965,-1.475
8.945,-1.465
8.93,-1.445
8.94,-1.435
8.965,-1.435
8.97,-1.445
8.945,-1.45
8.935,-1.475
8.93,-1.47
8.92,-1.44
8.93,-1.435
8.93,-1.43
8.925,-1.425
8.925,-1.425
8.95,-1.43
8.975,-1.435
8.975,-1.445
8.96,-1.44
8.955,-1.435
8.97,-1.435
8.98,-1.435
8.965,-1.44
8.935,-1.445
8.96,-1.445
8.95,-1.44
8.93,-1.44
8.945,-1.44
8.97,-1.44
8.98,-1.44
8.985,-1.44
8.965,-1.435
8.965,-1.425
8.98,-1.435
8.97,-1.43
8.965,-1.43
8.96,-1.445
8.965,-1.43
8.96,-1.425
8.955,-1.43
8.965,-1.43
8.97,-1.43
8.97,-1.43
8.97,-1.45
8.965,-1.455
8.95,-1.45
8.925,-1.43
8.955,-1.43
8.99,-1.43
9.015,-1.44
8.99,-1.445
8.975,-1.45
8.96,-1.445
8.95,-1.44
8.955,-1.435
8.96,-1.44
8.955,-1.45
8.955,-1.435
8.98,-1.425
9.005,-1.42
8.99,-1.445
8.985,-1.45
8.98,-1.445
8.965,-1.445
8.96,-1.445
8.955,-1.44
8.955,-1.44
8.95,-1.425
8.945,-1.425
8.95,-1.415
8.975,-1.41
8.985,-1.405
8.975,-1.415
8.985,-1.42
8.975,-1.43
8.955,-1.435
8.955,-1.435
8.985,-1.425
9.005,-1.425
9.015,-1.435
8.99,-1.435
8.98,-1.42
8.98,-1.405
8.985,-1.425
8.98,-1.44
8.97,-1.445
8.955,-1.435
8.955,-1.42
8.96,-1.405
8.97,-1.415
8.98,-1.42
8.985,-1.43
8.985,-1.445
8.98,-1.44
8.985,-1.435
9.005,-1.425
9.0,-1.425
8.995,-1.425
9.005,-1.43
9.02,-1.43
8.995,-1.435
8.985,-1.43
8.975,-1.43
9.02,-1.43
9.03,-1.44
9.04,-1.445
9.005,-1.44
8.995,-1.435
9.0,-1.425
9.015,-1.42
9.005,-1.415
8.99,-1.41
8.99,-1.41
9.025,-1.415
9.055,-1.42
9.06,-1.445
9.045,-1.44
9.035,-1.435
9.025,-1.425
9.025,-1.405
9.025,-1.41
9.03,-1.425
9.045,-1.41
9.045,-1.425
9.035,-1.44
9.02,-1.415
9.015,-1.425
9.02,-1.43
9.03,-1.42
9.075,-1.435
9.095,-1.44
9.08,-1.445
9.055,-1.44
9.055,-1.43
9.07,-1.42
9.07,-1.42
9.07,-1.425
9.065,-1.43
9.06,-1.43
9.085,-1.435
9.08,-1.425
9.085,-1.42
9.09,-1.42
9.085,-1.42
9.07,-1.435
9.07,-1.415
9.07,-1.42
9.08,-1.43
9.09,-1.435
9.09,-1.43
9.085,-1.42
9.08,-1.42
9.09,-1.415
9.1,-1.42
9.09,-1.44
9.1,-1.44
9.11,-1.44
9.115,-1.43
9.105,-1.445
9.105,-1.45
9.115,-1.445
9.125,-1.445
9.13,-1.44
9.125,-1.44
9.13,-1.46
9.13,-1.46
9.135,-1.455
9.14,-1.445
9.14,-1.465
9.13,-1.46
9.125,-1.45
9.125,-1.455
9.135,-1.46
9.145,-1.46
9.145,-1.46
9.135,-1.45
9.145,-1.455
9.155,-1.46
9.155,-1.46
9.16,-1.455
9.155,-1.46
9.155,-1.475
9.16,-1.48
9.16,-1.48
9.16,-1.48
9.155,-1.47
9.155,-1.47
9.18,-1.49
9.18,-1.475
9.18,-1.46
9.185,-1.45
9.185,-1.47
9.185,-1.47
9.18,-1.47
9.18,-1.49
9.185,-1.495
9.2,-1.495
9.215,-1.475
9.22,-1.485
9.215,-1.495
9.205,-1.49
9.215,-1.49
9.22,-1.485
9.21,-1.485
9.215,-1.485
9.24,-1.48
9.265,-1.475
9.28,-1.495
9.29,-1.5
9.3,-1.5
9.3,-1.5
9.315,-1.48
9.325,-1.48
9.315,-1.5
9.33,-1.495
9.34,-1.495
9.35,-1.51
9.35,-1.515
9.36,-1.51
9.38,-1.5
9.38,-1.495
9.38,-1.5
9.385,-1.5
9.395,-1.475
9.395,-1.485
9.395,-1.5
9.41,-1.515
9.415,-1.495
9.42,-1.495
9.425,-1.505
9.43,-1.505
9.445,-1.5
9.455,-1.495
9.45,-1.505
9.46,-1.51
9.47,-1.505
9.47,-1.485
9.49,-1.495
9.5,-1.505
9.49,-1.515
9.5,-1.5
9.515,-1.495
9.525,-1.5
9.525,-1.495
9.53,-1.49
9.545,-1.49
9.54,-1.495
9.555,-1.485
9.555,-1.495
9.58,-1.485
9.585,-1.485
9.59,-1.49
9.595,-1.49
9.585,-1.485
9.595,-1.455
9.62,-1.44
9.645,-1.465
9.645,-1.48
9.63,-1.47
9.61,-1.43
9.645,-1.43
9.67,-1.44
9.705,-1.455
9.775,-1.43
9.795,-1.455
9.77,-1.49
9.7,-1.48
9.74,-1.455
9.785,-1.455
9.795,-1.49
9.775,-1.485
9.73,-1.485
9.665,-1.505
9.65,-1.49
9.67,-1.485
9.705,-1.5
9.715,-1.5
9.72,-1.49
9.695,-1.495
9.605,-1.545
9.54,-1.54
9.495,-1.52
9.505,-1.525
9.46,-1.485
9.475,-1.48
9.495,-1.5
9.51,-1.5
9.515,-1.5
9.52,-1.505
9.5,-1.52
9.48,-1.515
9.47,-1.505
9.49,-1.505
9.48,-1.5
9.465,-1.5
9.455,-1.49
9.475,-1.49
9.475,-1.495
9.46,-1.485
9.465,-1.5
9.47,-1.495
9.48,-1.48
9.51,-1.48
9.51,-1.485
9.505,-1.495
9.495,-1.495
9.485,-1.485
9.505,-1.475
9.555,-1.475
9.57,-1.49
9.57,-1.505
9.555,-1.52
9.555,-1.5
9.535,-1.495
9.515,-1.495
9.545,-1.475
9.575,-1.475
9.62,-1.485
9.595,-1.48
9.685,-1.525
9.68,-1.53
9.655,-1.51
9.635,-1.5
9.63,-1.475
9.655,-1.445
9.7,-1.455
9.72,-1.49
9.73,-1.515
9.72,-1.525
9.715,-1.53
9.71,-1.525
9.69,-1.51
9.69,-1.505
9.695,-1.5
9.695,-1.5
9.695,-1.515
9.695,-1.515
9.685,-1.505
9.705,-1.49
9.73,-1.49
9.745,-1.505
9.74,-1.515
9.745,-1.52
9.75,-1.5
9.74,-1.465
9.725,-1.49
9.725,-1.5
9.735,-1.495
9.76,-1.495
9.765,-1.5
9.77,-1.515
9.76,-1.51
9.76,-1.5
9.78,-1.495
9.765,-1.49
9.8,-1.52
9.79,-1.52
9.78,-1.51
9.79,-1.51
9.795,-1.515
9.8,-1.53
9.785,-1.53
9.805,-1.52
9.835,-1.52
9.845,-1.54
9.855,-1.53
9.865,-1.515
9.875,-1.52
9.875,-1.52
9.88,-1.525
9.885,-1.52
9.89,-1.525
9.915,-1.54
9.935,-1.55
9.93,-1.535
9.925,-1.54
9.93,-1.555
9.955,-1.55
9.98,-1.535
10.0,-1.53
10.025,-1.55
10.055,-1.535
10.065,-1.535
10.075,-1.555
10.085,-1.57
10.1,-1.58
10.1,-1.595
10.07,-1.625
10.03,-1.61
10.01,-1.585
10.0,-1.59
10.035,-1.57
10.055,-1.565
10.085,-1.53
10.12,-1.56
10.13,-1.58
10.125,-1.595
10.16,-1.58
10.17,-1.575
10.175,-1.59
10.185,-1.63
10.18,-1.605
10.165,-1.58
10.155,-1.565
10.075,-1.59
10.015,-1.59
9.98,-1.57
10.055,-1.57
10.06,-1.575
10.04,-1.58
10.035,-1.56
10.055,-1.555
10.075,-1.58
10.05,-1.645
10.095,-1.65
10.125,-1.635
10.14,-1.605
10.14,-1.6
10.16,-1.61
10.185,-1.635
10.17,-1.635
10.16,-1.625
10.145,-1.61
10.13,-1.62
10.08,-1.615
10.075,-1.595
10.045,-1.605
10.1,-1.61
10.03,-1.645
9.955,-1.675
9.965,-1.66
10.005,-1.63
10.065,-1.595
10.13,-1.575
10.135,-1.61
10.11,-1.65
10.075,-1.67
10.085,-1.66
10.085,-1.645
10.065,-1.625
10.065,-1.605
10.1,-1.62
10.145,-1.66
10.115,-1.68
10.05,-1.66
9.995,-1.63
10.02,-1.615
10.05,-1.63
10.05,-1.645
9.985,-1.645
9.98,-1.64
9.985,-1.64
10.0,-1.66
9.94,-1.66
9.9,-1.665
9.88,-1.665
9.89,-1.65
9.94,-1.645
9.985,-1.655
9.995,-1.675
9.955,-1.68
9.915,-1.67
9.925,-1.675
9.865,-1.655
9.85,-1.665
9.83,-1.675
9.83,-1.68
9.835,-1.685
9.845,-1.68
9.835,-1.67
9.82,-1.675
9.81,-1.69
9.82,-1.7
9.82,-1.705
9.8,-1.7
9.77,-1.7
9.765,-1.68
9.755,-1.67
9.745,-1.68
9.745,-1.695
9.725,-1.685
9.71,-1.665
9.71,-1.645
9.73,-1.66
9.735,-1.68
9.7,-1.69
9.695,-1.685
9.7,-1.68
9.725,-1.685
9.745,-1.68
9.77,-1.68
9.79,-1.69
9.77,-1.695
9.775,-1.705
9.78,-1.71
9.735,-1.695
9.73,-1.69
9.73,-1.68
9.73,-1.685
9.72,-1.675
9.74,-1.685
9.775,-1.7
9.76,-1.685
